equipment/character/swordman/avatar/aura/101590001.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/101590002.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/101590003.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/101590007.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/101590008.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/101590009.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/101590010.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/101590054.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/101590310.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/101590560.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/101590561.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/202204550.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/202204551.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/202257.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/302392817.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/400590004.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590001.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590002.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590003.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590004.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590005.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590006.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590009.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590013.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590016.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590017.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590018.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590019.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590020.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590022.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590023.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590024.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590025.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590026.equ	[aurora avatar]	
equipment/character/swordman/avatar/aura/401590031.equ	[aurora avatar]	
